(venv) shiywang@shiywang-Precision-3630-Tower:~/grandma_su/Test/Server_Test$ python test1.py -n 200
Number of cpu : 8
[D] Main: Test 1
[I] SP: No saved data, Creating new data
app_main.js:103 Data received
app_main.js:106 {device_id: '8F0555339386', sequence_id: 1, time: 1639096837003, value: 85, battery: 60, …} 142351
app_main.js:103 Data received
app_main.js:106 {device_id: 'DE2492DFD4A8', sequence_id: 1, time: 1639096837003, value: 79, battery: 60, …} 142675
app_main.js:103 Data received
app_main.js:106 {device_id: 'E32F2EC96759', sequence_id: 1, time: 1639096837003, value: 105, battery: 60, …} 142829
app_main.js:103 Data received
app_main.js:106 {device_id: 'D156178A4369', sequence_id: 1, time: 1639096837003, value: 114, battery: 60, …} 142995
app_main.js:103 Data received
app_main.js:106 {device_id: 'CD8F94787C70', sequence_id: 1, time: 1639096837003, value: 101, battery: 60, …} 143152
app_main.js:103 Data received
app_main.js:106 {device_id: '3967FFD1719E', sequence_id: 1, time: 1639096837003, value: 103, battery: 60, …} 143305
app_main.js:103 Data received
app_main.js:106 {device_id: 'D19478ABAD50', sequence_id: 1, time: 1639096837003, value: 70, battery: 60, …} 143478
app_main.js:103 Data received
app_main.js:106 {device_id: 'F34E55E16749', sequence_id: 1, time: 1639096837003, value: 67, battery: 60, …} 143701
app_main.js:103 Data received
app_main.js:106 {device_id: '6FC13A5B8BBA', sequence_id: 1, time: 1639096837003, value: 98, battery: 60, …} 143859
app_main.js:103 Data received
app_main.js:106 {device_id: 'EB8CB7BD7A9A', sequence_id: 1, time: 1639096837003, value: 61, battery: 60, …} 144238
app_main.js:103 Data received
app_main.js:106 {device_id: 'C8323E8E825D', sequence_id: 1, time: 1639096837003, value: 107, battery: 60, …} 144394
app_main.js:103 Data received
app_main.js:106 {device_id: 'E80756D859CA', sequence_id: 1, time: 1639096837003, value: 87, battery: 60, …} 144561
app_main.js:103 Data received
app_main.js:106 {device_id: 'ED8D4A5988CA', sequence_id: 1, time: 1639096837003, value: 116, battery: 60, …} 144748
app_main.js:103 Data received
app_main.js:106 {device_id: '6237EDB3FC17', sequence_id: 1, time: 1639096837003, value: 84, battery: 60, …} 144905
app_main.js:103 Data received
app_main.js:106 {device_id: '0C6AECB1F3ED', sequence_id: 1, time: 1639096837003, value: 108, battery: 60, …} 145082
app_main.js:103 Data received
app_main.js:106 {device_id: '32EB5668CAC8', sequence_id: 1, time: 1639096837003, value: 68, battery: 60, …} 145239
app_main.js:103 Data received
app_main.js:106 {device_id: 'EFA29746CAF1', sequence_id: 1, time: 1639096837003, value: 106, battery: 60, …} 145395
app_main.js:103 Data received
app_main.js:106 {device_id: 'EF30996C3CE1', sequence_id: 1, time: 1639096837003, value: 72, battery: 60, …} 145551
app_main.js:103 Data received
app_main.js:106 {device_id: '669D4121E64C', sequence_id: 1, time: 1639096837003, value: 96, battery: 60, …} 145708
app_main.js:103 Data received
app_main.js:106 {device_id: 'FD393ADAF70B', sequence_id: 1, time: 1639096837003, value: 113, battery: 60, …} 145921
app_main.js:103 Data received
app_main.js:106 {device_id: '9FA6A56FDDC0', sequence_id: 1, time: 1639096837003, value: 110, battery: 60, …} 146080
app_main.js:103 Data received
app_main.js:106 {device_id: 'D6C035BD1727', sequence_id: 1, time: 1639096837003, value: 60, battery: 60, …} 146395
app_main.js:103 Data received
app_main.js:106 {device_id: '0C5748E57A26', sequence_id: 1, time: 1639096837003, value: 97, battery: 60, …} 146553
app_main.js:103 Data received
app_main.js:106 {device_id: 'E036C05E6726', sequence_id: 1, time: 1639096837003, value: 84, battery: 60, …} 146778
app_main.js:103 Data received
app_main.js:106 {device_id: '5F4D859542AC', sequence_id: 1, time: 1639096837003, value: 104, battery: 60, …} 146936
app_main.js:103 Data received
app_main.js:106 {device_id: '9CFD3EDDE73B', sequence_id: 1, time: 1639096837003, value: 115, battery: 60, …} 147091
app_main.js:103 Data received
app_main.js:106 {device_id: '89B37EE6BD4D', sequence_id: 1, time: 1639096837003, value: 111, battery: 60, …} 147247
app_main.js:103 Data received
app_main.js:106 {device_id: '7663CE779BDB', sequence_id: 1, time: 1639096837003, value: 116, battery: 60, …} 147402
app_main.js:103 Data received
app_main.js:106 {device_id: '6CE921956130', sequence_id: 1, time: 1639096837003, value: 67, battery: 60, …} 147559
app_main.js:103 Data received
app_main.js:106 {device_id: 'EB77CF654390', sequence_id: 1, time: 1639096837003, value: 63, battery: 60, …} 147734
app_main.js:103 Data received
app_main.js:106 {device_id: '2EDE539FE18F', sequence_id: 1, time: 1639096837003, value: 79, battery: 60, …} 147890
app_main.js:103 Data received
app_main.js:106 {device_id: 'FADE56D35E9A', sequence_id: 1, time: 1639096837003, value: 62, battery: 60, …} 148045
app_main.js:103 Data received
app_main.js:106 {device_id: '69034C06E221', sequence_id: 1, time: 1639096837003, value: 77, battery: 60, …} 148199
app_main.js:103 Data received
app_main.js:106 {device_id: 'D15E51FD4257', sequence_id: 1, time: 1639096837003, value: 120, battery: 60, …} 148354
app_main.js:103 Data received
app_main.js:106 {device_id: '8A6CE3B46EC8', sequence_id: 1, time: 1639096837003, value: 109, battery: 60, …} 148510
app_main.js:103 Data received
app_main.js:106 {device_id: 'CC239EB2405C', sequence_id: 1, time: 1639096837003, value: 82, battery: 60, …} 148675
app_main.js:103 Data received
app_main.js:106 {device_id: '74A21B3CCAEC', sequence_id: 1, time: 1639096837003, value: 79, battery: 60, …} 148988
app_main.js:103 Data received
app_main.js:106 {device_id: 'AE23E7DA5152', sequence_id: 1, time: 1639096837003, value: 109, battery: 60, …} 149145
app_main.js:103 Data received
app_main.js:106 {device_id: '92AB757CBD43', sequence_id: 1, time: 1639096837003, value: 76, battery: 60, …} 149297
app_main.js:103 Data received
app_main.js:106 {device_id: 'D8DAA5FF39CF', sequence_id: 1, time: 1639096837003, value: 99, battery: 60, …} 149452
app_main.js:103 Data received
app_main.js:106 {device_id: 'EB90B8FB01F0', sequence_id: 1, time: 1639096837003, value: 69, battery: 60, …} 149651
app_main.js:103 Data received
app_main.js:106 {device_id: '69CA92F8AA1E', sequence_id: 1, time: 1639096837003, value: 90, battery: 60, …} 149806
app_main.js:103 Data received
app_main.js:106 {device_id: '7AAFAB814C52', sequence_id: 1, time: 1639096837003, value: 112, battery: 60, …} 149960
app_main.js:103 Data received
app_main.js:106 {device_id: '27CC183A8C68', sequence_id: 1, time: 1639096837003, value: 105, battery: 60, …} 150116
app_main.js:103 Data received
app_main.js:106 {device_id: '89FA9C774EC0', sequence_id: 1, time: 1639096837003, value: 67, battery: 60, …} 150271
app_main.js:103 Data received
app_main.js:106 {device_id: 'E13F70131555', sequence_id: 1, time: 1639096837003, value: 62, battery: 60, …} 150427
app_main.js:103 Data received
app_main.js:106 {device_id: 'FBD2A22AE9AD', sequence_id: 1, time: 1639096837003, value: 109, battery: 60, …} 150666
app_main.js:103 Data received
app_main.js:106 {device_id: '081A93ECCE7D', sequence_id: 1, time: 1639096837003, value: 105, battery: 60, …} 150823
app_main.js:103 Data received
app_main.js:106 {device_id: 'BF52DB70A73E', sequence_id: 1, time: 1639096837003, value: 120, battery: 60, …} 150981
app_main.js:103 Data received
app_main.js:106 {device_id: '979C8274F985', sequence_id: 1, time: 1639096837003, value: 91, battery: 60, …} 151137
app_main.js:103 Data received
app_main.js:106 {device_id: '6933398D0041', sequence_id: 1, time: 1639096837003, value: 77, battery: 60, …} 151293
app_main.js:103 Data received
app_main.js:106 {device_id: '41AAC05B805A', sequence_id: 1, time: 1639096837003, value: 113, battery: 60, …} 151450
app_main.js:103 Data received
app_main.js:106 {device_id: 'CD1C200B6A99', sequence_id: 1, time: 1639096837003, value: 93, battery: 60, …} 151607
app_main.js:103 Data received
app_main.js:106 {device_id: '032EAEA6751E', sequence_id: 1, time: 1639096837003, value: 120, battery: 60, …} 151921
app_main.js:103 Data received
app_main.js:106 {device_id: '601F65468D8E', sequence_id: 1, time: 1639096837003, value: 62, battery: 60, …} 152077
app_main.js:103 Data received
app_main.js:106 {device_id: '0685BA63D817', sequence_id: 1, time: 1639096837003, value: 113, battery: 60, …} 152271
app_main.js:103 Data received
app_main.js:106 {device_id: 'B496D8E28693', sequence_id: 1, time: 1639096837003, value: 75, battery: 60, …} 152432
app_main.js:103 Data received
app_main.js:106 {device_id: 'F20284B683AF', sequence_id: 1, time: 1639096837003, value: 82, battery: 60, …} 152601
app_main.js:103 Data received
app_main.js:106 {device_id: '1E5E14B6E52A', sequence_id: 1, time: 1639096837003, value: 106, battery: 60, …} 152763
app_main.js:103 Data received
app_main.js:106 {device_id: 'B61F0427BD74', sequence_id: 1, time: 1639096837003, value: 74, battery: 60, …} 152922
app_main.js:103 Data received
app_main.js:106 {device_id: 'C35DDD945AAD', sequence_id: 1, time: 1639096837003, value: 76, battery: 60, …} 153088
app_main.js:103 Data received
app_main.js:106 {device_id: '202BB6264C83', sequence_id: 1, time: 1639096837003, value: 111, battery: 60, …} 153275
app_main.js:103 Data received
app_main.js:106 {device_id: '6820514EC73B', sequence_id: 1, time: 1639096837003, value: 81, battery: 60, …} 153458
app_main.js:103 Data received
app_main.js:106 {device_id: '2070667E01FB', sequence_id: 1, time: 1639096837003, value: 68, battery: 60, …} 153618
app_main.js:103 Data received
app_main.js:106 {device_id: 'DC1A004BB449', sequence_id: 1, time: 1639096837003, value: 102, battery: 60, …} 153786
app_main.js:103 Data received
app_main.js:106 {device_id: '30138AD00E0E', sequence_id: 1, time: 1639096837003, value: 69, battery: 60, …} 153945
app_main.js:103 Data received
app_main.js:106 {device_id: 'B9F7F1E333EE', sequence_id: 1, time: 1639096837003, value: 118, battery: 60, …} 154103
app_main.js:103 Data received
app_main.js:106 {device_id: '56BA132A67C3', sequence_id: 1, time: 1639096837003, value: 83, battery: 60, …} 154260
app_main.js:103 Data received
app_main.js:106 {device_id: '15B0A9411749', sequence_id: 1, time: 1639096837003, value: 94, battery: 60, …} 154418
app_main.js:103 Data received
app_main.js:106 {device_id: '7E5A727EAD03', sequence_id: 1, time: 1639096837003, value: 83, battery: 60, …} 154576
app_main.js:103 Data received
app_main.js:106 {device_id: '69CA51ABF47E', sequence_id: 1, time: 1639096837003, value: 78, battery: 60, …} 154745
app_main.js:103 Data received
app_main.js:106 {device_id: '01541E1099E6', sequence_id: 1, time: 1639096837003, value: 77, battery: 60, …} 154900
app_main.js:103 Data received
app_main.js:106 {device_id: '8699A1504FCC', sequence_id: 1, time: 1639096837003, value: 67, battery: 60, …} 155057
app_main.js:103 Data received
app_main.js:106 {device_id: '86925D4F06CA', sequence_id: 1, time: 1639096837003, value: 117, battery: 60, …} 155213
app_main.js:103 Data received
app_main.js:106 {device_id: '6C9B26A26B26', sequence_id: 1, time: 1639096837003, value: 68, battery: 60, …} 155371
app_main.js:103 Data received
app_main.js:106 {device_id: 'DEBB76BB34CE', sequence_id: 1, time: 1639096837003, value: 83, battery: 60, …} 155525
app_main.js:103 Data received
app_main.js:106 {device_id: '64EED02EE5B9', sequence_id: 1, time: 1639096837003, value: 84, battery: 60, …} 155682
app_main.js:103 Data received
app_main.js:106 {device_id: 'B894426803CD', sequence_id: 1, time: 1639096837003, value: 67, battery: 60, …} 155992
app_main.js:103 Data received
app_main.js:106 {device_id: '246026644332', sequence_id: 1, time: 1639096837003, value: 103, battery: 60, …} 156152
app_main.js:103 Data received
app_main.js:106 {device_id: '66BA9294BE5D', sequence_id: 1, time: 1639096837003, value: 118, battery: 60, …} 156308
app_main.js:103 Data received
app_main.js:106 {device_id: '289CFA0D38E5', sequence_id: 1, time: 1639096837003, value: 104, battery: 60, …} 156465
app_main.js:103 Data received
app_main.js:106 {device_id: 'D3F8F198D0E1', sequence_id: 1, time: 1639096837003, value: 108, battery: 60, …} 156639
app_main.js:103 Data received
app_main.js:106 {device_id: 'A0373ABC3D41', sequence_id: 1, time: 1639096837003, value: 92, battery: 60, …} 156810
app_main.js:103 Data received
app_main.js:106 {device_id: 'A602B48C8A57', sequence_id: 1, time: 1639096837003, value: 80, battery: 60, …} 156966
app_main.js:103 Data received
app_main.js:106 {device_id: '1DAD7D36524A', sequence_id: 1, time: 1639096837003, value: 94, battery: 60, …} 157120
app_main.js:103 Data received
app_main.js:106 {device_id: '2708D2D3F46B', sequence_id: 1, time: 1639096837003, value: 82, battery: 60, …} 157274
app_main.js:103 Data received
app_main.js:106 {device_id: '8E14A0C87DCE', sequence_id: 1, time: 1639096837003, value: 118, battery: 60, …} 157428
app_main.js:103 Data received
app_main.js:106 {device_id: 'F2BD9461FD88', sequence_id: 1, time: 1639096837003, value: 69, battery: 60, …} 157583
app_main.js:103 Data received
app_main.js:106 {device_id: '3DC1B833FB24', sequence_id: 1, time: 1639096837004, value: 75, battery: 60, …} 157737
app_main.js:103 Data received
app_main.js:106 {device_id: '801518890144', sequence_id: 1, time: 1639096837004, value: 110, battery: 60, …} 157894
app_main.js:103 Data received
app_main.js:106 {device_id: 'B4AA0566A465', sequence_id: 1, time: 1639096837004, value: 80, battery: 60, …} 158049
app_main.js:103 Data received
app_main.js:106 {device_id: '99CF1C18FB08', sequence_id: 1, time: 1639096837004, value: 112, battery: 60, …} 158212
app_main.js:103 Data received
app_main.js:106 {device_id: 'EC9EC317AFE4', sequence_id: 1, time: 1639096837004, value: 66, battery: 60, …} 158373
app_main.js:103 Data received
app_main.js:106 {device_id: 'ACD259187FB6', sequence_id: 1, time: 1639096837004, value: 92, battery: 60, …} 158527
app_main.js:103 Data received
app_main.js:106 {device_id: '616CA65A46D3', sequence_id: 1, time: 1639096837004, value: 89, battery: 60, …} 158693
app_main.js:103 Data received
app_main.js:106 {device_id: 'CE7E608B4D93', sequence_id: 1, time: 1639096837004, value: 78, battery: 60, …} 158848
app_main.js:103 Data received
app_main.js:106 {device_id: '8744EB0AE74D', sequence_id: 1, time: 1639096837004, value: 92, battery: 60, …} 159007
app_main.js:103 Data received
app_main.js:106 {device_id: '984515C6085F', sequence_id: 1, time: 1639096837004, value: 63, battery: 60, …} 159159
app_main.js:103 Data received
app_main.js:106 {device_id: 'B5450ECC2423', sequence_id: 1, time: 1639096837004, value: 69, battery: 60, …} 159313
app_main.js:103 Data received
app_main.js:106 {device_id: 'E47A380FE493', sequence_id: 1, time: 1639096837004, value: 82, battery: 60, …} 159468
app_main.js:103 Data received
app_main.js:106 {device_id: 'A88418DF1DE6', sequence_id: 1, time: 1639096837004, value: 106, battery: 60, …} 159623
app_main.js:103 Data received
app_main.js:106 {device_id: '60A4B3C8D8AC', sequence_id: 1, time: 1639096837004, value: 98, battery: 60, …} 159820
app_main.js:103 Data received
app_main.js:106 {device_id: '454F0D7D592F', sequence_id: 1, time: 1639096837004, value: 82, battery: 60, …} 159977
app_main.js:103 Data received
app_main.js:106 {device_id: '33273D22D5FE', sequence_id: 1, time: 1639096837004, value: 67, battery: 60, …} 160133
app_main.js:103 Data received
app_main.js:106 {device_id: 'F675FB933667', sequence_id: 1, time: 1639096837004, value: 112, battery: 60, …} 160290
app_main.js:103 Data received
app_main.js:106 {device_id: '0DCF5DA263D8', sequence_id: 1, time: 1639096837004, value: 112, battery: 60, …} 160604
app_main.js:103 Data received
app_main.js:106 {device_id: '4A1551D67FD9', sequence_id: 1, time: 1639096837004, value: 66, battery: 60, …} 160775
app_main.js:103 Data received
app_main.js:106 {device_id: '76C420F4CD3D', sequence_id: 1, time: 1639096837004, value: 65, battery: 60, …} 160938
app_main.js:103 Data received
app_main.js:106 {device_id: '3E4163B08EA9', sequence_id: 1, time: 1639096837004, value: 61, battery: 60, …} 161093
app_main.js:103 Data received
app_main.js:106 {device_id: '5FC352C09A83', sequence_id: 1, time: 1639096837004, value: 117, battery: 60, …} 161247
app_main.js:103 Data received
app_main.js:106 {device_id: '62415493C4BA', sequence_id: 2, time: 1639096837004, value: 76, battery: 60, …} 161402
app_main.js:103 Data received
app_main.js:106 {device_id: 'BE9EC483C140', sequence_id: 2, time: 1639096837004, value: 95, battery: 60, …} 161557
app_main.js:103 Data received
app_main.js:106 {device_id: '7C9AA0C595C3', sequence_id: 2, time: 1639096837004, value: 114, battery: 60, …} 161712
app_main.js:103 Data received
app_main.js:106 {device_id: '19F5E1A55E98', sequence_id: 2, time: 1639096837004, value: 109, battery: 60, …} 161866
app_main.js:103 Data received
app_main.js:106 {device_id: '2E9FCD6ABF8D', sequence_id: 2, time: 1639096837004, value: 92, battery: 60, …} 162019
app_main.js:103 Data received
app_main.js:106 {device_id: 'CD41C71FE249', sequence_id: 2, time: 1639096837004, value: 76, battery: 60, …} 162172
app_main.js:103 Data received
app_main.js:106 {device_id: 'FF8FF284326F', sequence_id: 2, time: 1639096837004, value: 76, battery: 60, …} 162326
app_main.js:103 Data received
app_main.js:106 {device_id: 'DE45396C4BCA', sequence_id: 2, time: 1639096837004, value: 114, battery: 60, …} 162482
app_main.js:103 Data received
app_main.js:106 {device_id: '50C82E7BE5E1', sequence_id: 2, time: 1639096837004, value: 117, battery: 60, …} 162664
app_main.js:103 Data received
app_main.js:106 {device_id: '0D1CCC1AB030', sequence_id: 2, time: 1639096837004, value: 84, battery: 60, …} 162841
app_main.js:103 Data received
app_main.js:106 {device_id: '9E3B1B6E8826', sequence_id: 2, time: 1639096837004, value: 60, battery: 60, …} 162999
app_main.js:103 Data received
app_main.js:106 {device_id: 'E3C5CC670056', sequence_id: 2, time: 1639096837004, value: 62, battery: 60, …} 163153
app_main.js:103 Data received
app_main.js:106 {device_id: '24A58254995C', sequence_id: 2, time: 1639096837004, value: 68, battery: 60, …} 163307
app_main.js:103 Data received
app_main.js:106 {device_id: '4D99034B5D1C', sequence_id: 2, time: 1639096837004, value: 113, battery: 60, …} 163598
app_main.js:103 Data received
app_main.js:106 {device_id: 'AAF56BCBEECE', sequence_id: 2, time: 1639096837004, value: 86, battery: 60, …} 163755
app_main.js:103 Data received
app_main.js:106 {device_id: 'B4F20E36CAEE', sequence_id: 2, time: 1639096837004, value: 116, battery: 60, …} 163912
app_main.js:103 Data received
app_main.js:106 {device_id: '39869E8A0DB1', sequence_id: 2, time: 1639096839000, value: 102, battery: 60, …} 162076
app_main.js:103 Data received
app_main.js:106 {device_id: '709B5D630BD4', sequence_id: 2, time: 1639096839000, value: 90, battery: 60, …} 162233
app_main.js:103 Data received
app_main.js:106 {device_id: 'FB849443BD1D', sequence_id: 2, time: 1639096839000, value: 99, battery: 60, …} 162390
app_main.js:103 Data received
app_main.js:106 {device_id: '2440633BE5D7', sequence_id: 2, time: 1639096839000, value: 119, battery: 60, …} 162545
app_main.js:103 Data received
app_main.js:106 {device_id: '90926DC76F93', sequence_id: 2, time: 1639096839000, value: 61, battery: 60, …} 162702
app_main.js:103 Data received
app_main.js:106 {device_id: '8E099D222FC2', sequence_id: 2, time: 1639096839000, value: 94, battery: 60, …} 162859
app_main.js:103 Data received
app_main.js:106 {device_id: '91B240A0EEE9', sequence_id: 1, time: 1639096839000, value: 105, battery: 60, …} 163027
app_main.js:103 Data received
app_main.js:106 {device_id: 'A41F46F79C3C', sequence_id: 1, time: 1639096839000, value: 108, battery: 60, …} 163184
app_main.js:103 Data received
app_main.js:106 {device_id: 'C0D743851958', sequence_id: 1, time: 1639096839000, value: 103, battery: 60, …} 163341
app_main.js:103 Data received
app_main.js:106 {device_id: '8270A22175A1', sequence_id: 1, time: 1639096839000, value: 60, battery: 60, …} 163517
app_main.js:103 Data received
app_main.js:106 {device_id: '53AE7B22A841', sequence_id: 1, time: 1639096839000, value: 74, battery: 60, …} 163670
app_main.js:103 Data received
app_main.js:106 {device_id: 'AAA97F938C8D', sequence_id: 1, time: 1639096839000, value: 113, battery: 60, …} 163824
app_main.js:103 Data received
app_main.js:106 {device_id: 'EB2367EC60E2', sequence_id: 1, time: 1639096839000, value: 115, battery: 60, …} 163977
app_main.js:103 Data received
app_main.js:106 {device_id: 'D04D8E04DDCB', sequence_id: 1, time: 1639096839000, value: 72, battery: 60, …} 164132
app_main.js:103 Data received
app_main.js:106 {device_id: 'A9173014F9BC', sequence_id: 1, time: 1639096839000, value: 92, battery: 60, …} 164286
app_main.js:103 Data received
app_main.js:106 {device_id: '72DD64C49F12', sequence_id: 1, time: 1639096839000, value: 70, battery: 60, …} 164440
app_main.js:103 Data received
app_main.js:106 {device_id: '7C07AE305241', sequence_id: 1, time: 1639096839001, value: 67, battery: 60, …} 164593
app_main.js:103 Data received
app_main.js:106 {device_id: 'B83B7793184A', sequence_id: 1, time: 1639096839001, value: 108, battery: 60, …} 164904
app_main.js:103 Data received
app_main.js:106 {device_id: '4582201C71C2', sequence_id: 1, time: 1639096839001, value: 104, battery: 60, …} 165071
app_main.js:103 Data received
app_main.js:106 {device_id: 'D5284168EA9E', sequence_id: 1, time: 1639096839001, value: 82, battery: 60, …} 165225
app_main.js:103 Data received
app_main.js:106 {device_id: '50FCF024A7B5', sequence_id: 1, time: 1639096839001, value: 102, battery: 60, …} 165380
app_main.js:103 Data received
app_main.js:106 {device_id: '6B87BCB0E86D', sequence_id: 1, time: 1639096839001, value: 86, battery: 60, …} 165535
app_main.js:103 Data received
app_main.js:106 {device_id: '11BB3A0F73A1', sequence_id: 1, time: 1639096839001, value: 64, battery: 60, …} 165701
app_main.js:103 Data received
app_main.js:106 {device_id: '5A71DB13BA92', sequence_id: 1, time: 1639096839001, value: 89, battery: 60, …} 165855
app_main.js:103 Data received
app_main.js:106 {device_id: '5C78C60219E0', sequence_id: 1, time: 1639096839001, value: 120, battery: 60, …} 166009
app_main.js:103 Data received
app_main.js:106 {device_id: '6A7AA8267DA6', sequence_id: 1, time: 1639096839001, value: 105, battery: 60, …} 166163
app_main.js:103 Data received
app_main.js:106 {device_id: 'EA86FD253E0C', sequence_id: 1, time: 1639096839001, value: 75, battery: 60, …} 166317
app_main.js:103 Data received
app_main.js:106 {device_id: 'BCEE31D13F62', sequence_id: 1, time: 1639096839001, value: 113, battery: 60, …} 166471
app_main.js:103 Data received
app_main.js:106 {device_id: '8F0555339386', sequence_id: 1, time: 1639096839001, value: 111, battery: 60, …} 166645
app_main.js:103 Data received
app_main.js:106 {device_id: 'DE2492DFD4A8', sequence_id: 1, time: 1639096839001, value: 82, battery: 60, …} 166799
app_main.js:103 Data received
app_main.js:106 {device_id: 'E32F2EC96759', sequence_id: 1, time: 1639096839001, value: 93, battery: 60, …} 166953
app_main.js:103 Data received
app_main.js:106 {device_id: 'D156178A4369', sequence_id: 1, time: 1639096839001, value: 92, battery: 60, …} 167125
app_main.js:103 Data received
app_main.js:106 {device_id: 'CD8F94787C70', sequence_id: 1, time: 1639096839001, value: 118, battery: 60, …} 167278
app_main.js:103 Data received
app_main.js:106 {device_id: '3967FFD1719E', sequence_id: 1, time: 1639096839001, value: 110, battery: 60, …} 167434
app_main.js:103 Data received
app_main.js:106 {device_id: 'D19478ABAD50', sequence_id: 1, time: 1639096839001, value: 61, battery: 60, …} 167588
app_main.js:103 Data received
app_main.js:106 {device_id: 'F34E55E16749', sequence_id: 1, time: 1639096839001, value: 97, battery: 60, …} 167749
app_main.js:103 Data received
app_main.js:106 {device_id: '6FC13A5B8BBA', sequence_id: 1, time: 1639096839002, value: 95, battery: 60, …} 167964
app_main.js:103 Data received
app_main.js:106 {device_id: 'EB8CB7BD7A9A', sequence_id: 1, time: 1639096839002, value: 86, battery: 60, …} 168122
app_main.js:103 Data received
app_main.js:106 {device_id: 'C8323E8E825D', sequence_id: 1, time: 1639096839002, value: 70, battery: 60, …} 168278
app_main.js:103 Data received
app_main.js:106 {device_id: 'E80756D859CA', sequence_id: 1, time: 1639096839002, value: 101, battery: 60, …} 168433
app_main.js:103 Data received
app_main.js:106 {device_id: 'ED8D4A5988CA', sequence_id: 1, time: 1639096839002, value: 105, battery: 60, …} 168587
app_main.js:103 Data received
app_main.js:106 {device_id: '6237EDB3FC17', sequence_id: 1, time: 1639096839002, value: 65, battery: 60, …} 168741
app_main.js:103 Data received
app_main.js:106 {device_id: '0C6AECB1F3ED', sequence_id: 1, time: 1639096839002, value: 60, battery: 60, …} 168895
app_main.js:103 Data received
app_main.js:106 {device_id: '32EB5668CAC8', sequence_id: 1, time: 1639096839002, value: 74, battery: 60, …} 169061
app_main.js:103 Data received
app_main.js:106 {device_id: 'EFA29746CAF1', sequence_id: 1, time: 1639096839002, value: 92, battery: 60, …} 169215
app_main.js:103 Data received
app_main.js:106 {device_id: 'EF30996C3CE1', sequence_id: 1, time: 1639096839002, value: 62, battery: 60, …} 169368
app_main.js:103 Data received
app_main.js:106 {device_id: '669D4121E64C', sequence_id: 1, time: 1639096839002, value: 77, battery: 60, …} 169541
app_main.js:103 Data received
app_main.js:106 {device_id: 'FD393ADAF70B', sequence_id: 1, time: 1639096839002, value: 70, battery: 60, …} 169754
app_main.js:103 Data received
app_main.js:106 {device_id: '9FA6A56FDDC0', sequence_id: 1, time: 1639096839002, value: 118, battery: 60, …} 169908
app_main.js:103 Data received
app_main.js:106 {device_id: 'D6C035BD1727', sequence_id: 1, time: 1639096839002, value: 102, battery: 60, …} 170063
app_main.js:103 Data received
app_main.js:106 {device_id: '0C5748E57A26', sequence_id: 1, time: 1639096839002, value: 106, battery: 60, …} 170218
app_main.js:103 Data received
app_main.js:106 {device_id: 'E036C05E6726', sequence_id: 1, time: 1639096839002, value: 71, battery: 60, …} 170432
app_main.js:103 Data received
app_main.js:106 {device_id: '5F4D859542AC', sequence_id: 1, time: 1639096839002, value: 89, battery: 60, …} 170588
app_main.js:103 Data received
app_main.js:106 {device_id: '9CFD3EDDE73B', sequence_id: 1, time: 1639096839002, value: 76, battery: 60, …} 170744
app_main.js:103 Data received
app_main.js:106 {device_id: '89B37EE6BD4D', sequence_id: 1, time: 1639096839002, value: 76, battery: 60, …} 170898
app_main.js:103 Data received
app_main.js:106 {device_id: '7663CE779BDB', sequence_id: 1, time: 1639096839002, value: 88, battery: 60, …} 171053
app_main.js:103 Data received
app_main.js:106 {device_id: '6CE921956130', sequence_id: 1, time: 1639096839002, value: 63, battery: 60, …} 171220
app_main.js:103 Data received
app_main.js:106 {device_id: 'EB77CF654390', sequence_id: 1, time: 1639096839002, value: 77, battery: 60, …} 171384
app_main.js:103 Data received
app_main.js:106 {device_id: '2EDE539FE18F', sequence_id: 1, time: 1639096839002, value: 67, battery: 60, …} 171554
app_main.js:103 Data received
app_main.js:106 {device_id: 'FADE56D35E9A', sequence_id: 1, time: 1639096839002, value: 75, battery: 60, …} 171710
app_main.js:103 Data received
app_main.js:106 {device_id: '69034C06E221', sequence_id: 1, time: 1639096839002, value: 98, battery: 60, …} 171864
app_main.js:103 Data received
app_main.js:106 {device_id: 'D15E51FD4257', sequence_id: 1, time: 1639096839002, value: 112, battery: 60, …} 172095
app_main.js:103 Data received
app_main.js:106 {device_id: '8A6CE3B46EC8', sequence_id: 1, time: 1639096839002, value: 102, battery: 60, …} 172251
app_main.js:103 Data received
app_main.js:106 {device_id: 'CC239EB2405C', sequence_id: 1, time: 1639096839002, value: 102, battery: 60, …} 172572
app_main.js:103 Data received
app_main.js:106 {device_id: '74A21B3CCAEC', sequence_id: 1, time: 1639096839002, value: 120, battery: 60, …} 172738
app_main.js:103 Data received
app_main.js:106 {device_id: 'AE23E7DA5152', sequence_id: 1, time: 1639096839002, value: 61, battery: 60, …} 172899
app_main.js:103 Data received
app_main.js:106 {device_id: '92AB757CBD43', sequence_id: 1, time: 1639096839002, value: 108, battery: 60, …} 173054
app_main.js:103 Data received
app_main.js:106 {device_id: 'D8DAA5FF39CF', sequence_id: 1, time: 1639096839002, value: 84, battery: 60, …} 173209
app_main.js:103 Data received
app_main.js:106 {device_id: 'EB90B8FB01F0', sequence_id: 1, time: 1639096839002, value: 77, battery: 60, …} 173410
app_main.js:103 Data received
app_main.js:106 {device_id: '69CA92F8AA1E', sequence_id: 1, time: 1639096839002, value: 93, battery: 60, …} 173580
